New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
163241,AMAZON,7/3/2023,Mayor's Office,PC-263111,121.43
163241,AMAZON,3/13/2023,Mayor's Office,PC-182120,143
163241,AMAZON,5/31/2023,Mayor's Office,PC-185805,33.58
163241,AMAZON,5/31/2023,Mayor's Office,PC-251127,18.79
163241,AMAZON,7/10/2023,Mayor's Office,PC-239929,31.98
163241,AMAZON,3/14/2023,Mayor's Office,PC-109880,31.27
163241,AMAZON,3/14/2023,Mayor's Office,PC-182131,40.47
163241,AMAZON,6/5/2023,Mayor's Office,PC-259268,103.41
163241,AMAZON,12/17/2023,Mayor's Office,PC-102668,59.98
163241,AMAZON,9/8/2023,Mayor's Office,PC-222483,20.58
163241,AMAZON,12/17/2023,Mayor's Office,PC-179856,69.77
163241,AMAZON,12/14/2023,Mayor's Office,PC-196270,55.34
163241,AMAZON,12/4/2023,Mayor's Office,PC-120487,39.58
163241,AMAZON,12/4/2023,Mayor's Office,PC-295002,479.41
163241,AMAZON,12/18/2023,Mayor's Office,PC-110813,18.8
163241,AMAZON,3/26/2023,Mayor's Office,PC-191929,11.37
163241,AMAZON,3/27/2023,Mayor's Office,PC-116935,15.84
163241,AMAZON,3/15/2023,Mayor's Office,PC-235257,25.4
163241,AMAZON,5/5/2023,Mayor's Office,PC-178085,138.5
163241,AMAZON,9/7/2023,Mayor's Office,PC-223421,44.6
148860,AMAZON,9/16/2023,Attorney's Office,PC-282348,89.99
148860,AMAZON,5/18/2023,Attorney's Office,PC-295386,12.99
247835,AMAZON,3/13/2023,Mayor's Office,PC-146169,41.96
148860,AMAZON,6/16/2023,Attorney's Office,PC-141135,8.89
247835,AMAZON,10/19/2023,Mayor's Office,PC-163008,35.14
148860,AMAZON,6/16/2023,Attorney's Office,PC-263226,18.34
247835,AMAZON,10/20/2023,Mayor's Office,PC-208134,40.9
247835,AMAZON,10/24/2023,Mayor's Office,PC-168873,248.7
148860,AMAZON,9/14/2023,Attorney's Office,PC-241573,9.7
148860,AMAZON,9/13/2023,Attorney's Office,PC-119836,37.13
148860,AMAZON,4/27/2023,Attorney's Office,PC-244875,11.99
148860,AMAZON,4/21/2023,Attorney's Office,PC-164252,56.34
148860,AMAZON,4/27/2023,Attorney's Office,PC-169079,73.98
148860,AMAZON,4/17/2023,Attorney's Office,PC-130320,24.74
247835,AMAZON,11/8/2023,Mayor's Office,PC-228825,364.48
148860,AMAZON,9/14/2023,Attorney's Office,PC-215620,21.2
148860,AMAZON,4/28/2023,Attorney's Office,PC-178062,15.97
247835,AMAZON,12/19/2023,Mayor's Office,PC-149130,18.49
148860,AMAZON,9/15/2023,Attorney's Office,PC-236955,118.15
148860,AMAZON,9/13/2023,Attorney's Office,PC-226791,33.22
148860,AMAZON,9/4/2023,Attorney's Office,PC-187433,179.9
148860,AMAZON,5/19/2023,Attorney's Office,PC-252776,16.99
148860,AMAZON,3/29/2023,Attorney's Office,PC-165919,39.95
148860,AMAZON,5/22/2023,Attorney's Office,PC-297501,236.81
148860,AMAZON,3/29/2023,Attorney's Office,PC-272769,119.5
148860,AMAZON,4/18/2023,Attorney's Office,PC-116803,8.49
148860,AMAZON,6/19/2023,Attorney's Office,PC-290670,11.86
148860,AMAZON,6/18/2023,Attorney's Office,PC-198235,293.99
148860,AMAZON,6/28/2023,Attorney's Office,PC-207140,20.03
148860,AMAZON,4/19/2023,Attorney's Office,PC-200723,14.19
148860,AMAZON,5/22/2023,Attorney's Office,PC-293592,15.58
148860,AMAZON,5/19/2023,Attorney's Office,PC-116906,151.04
148860,AMAZON,6/4/2023,Attorney's Office,PC-134434,9.89
148860,AMAZON,9/26/2023,Attorney's Office,PC-281082,93.28
148860,AMAZON,9/14/2023,Attorney's Office,PC-212299,78.65
148860,AMAZON,6/3/2023,Attorney's Office,PC-137333,70.45
148860,AMAZON,7/3/2023,Attorney's Office,PC-247403,35.61
148860,AMAZON,8/22/2023,Attorney's Office,PC-148523,20.99
247835,AMAZON,3/12/2023,Mayor's Office,PC-259680,168.19
247835,AMAZON,2/17/2023,Mayor's Office,PC-104750,11.16
247835,SQUARE,10/31/2023,Mayor's Office,PC-108765,79
247835,AMAZON,2/12/2023,Mayor's Office,PC-114731,30.29
148860,AMAZON,7/10/2023,Attorney's Office,PC-275179,145.84
247835,AMAZON,12/21/2023,Mayor's Office,PC-286924,9.99
247835,AMAZON,11/8/2023,Mayor's Office,PC-100273,16.27
148860,AMAZON,4/19/2023,Attorney's Office,PC-203327,158.55
247835,AMAZON,2/22/2023,Mayor's Office,PC-297406,167.85
247835,AMAZON,2/7/2023,Mayor's Office,PC-276145,108.6
247835,AMAZON,11/8/2023,Mayor's Office,PC-232044,16.98
247835,AMAZON,12/19/2023,Mayor's Office,PC-162611,50.65
148860,AMAZON,9/9/2023,Attorney's Office,PC-102840,15.05
247835,SQUARE,11/2/2023,Mayor's Office,PC-251373,95
148860,AMAZON,9/8/2023,Attorney's Office,PC-130697,22.94
148860,AMAZON,9/9/2023,Attorney's Office,PC-277844,54.9
148860,AMAZON,7/30/2023,Attorney's Office,PC-203347,63.49
148860,AMAZON,5/3/2023,Attorney's Office,PC-254921,120.79
148860,AMAZON,8/27/2023,Attorney's Office,PC-120420,66.85
148860,AMAZON,7/15/2023,Attorney's Office,PC-139090,49.45
148860,AMAZON,8/26/2023,Attorney's Office,PC-294464,28.94
148860,AMAZON,7/14/2023,Attorney's Office,PC-181107,26.95
247835,AMAZON,12/20/2023,Mayor's Office,PC-288734,366.38
148860,AMAZON,7/21/2023,Attorney's Office,PC-198932,-24.99
148860,AMAZON,7/7/2023,Attorney's Office,PC-149899,35.62
148860,AMAZON,8/27/2023,Attorney's Office,PC-202603,59.68
148860,AMAZON,8/27/2023,Attorney's Office,PC-274433,58.21
148860,AMAZON,8/27/2023,Attorney's Office,PC-158431,25.34
148860,AMAZON,9/10/2023,Attorney's Office,PC-201024,60.22
148860,AMAZON,7/17/2023,Attorney's Office,PC-165755,91.7
148860,AMAZON,7/10/2023,Attorney's Office,PC-183728,68.62
148860,AMAZON,7/24/2023,Attorney's Office,PC-234865,10.94
148860,AMAZON,7/25/2023,Attorney's Office,PC-247948,113.73
247835,AMAZON,2/7/2023,Mayor's Office,PC-145908,8.99
247835,AMAZON,12/19/2023,Mayor's Office,PC-155299,71.98
247835,AMAZON,12/18/2023,Mayor's Office,PC-140338,27.48
247835,AMAZON,12/20/2023,Mayor's Office,PC-231617,35.99
247835,AMAZON,2/19/2023,Mayor's Office,PC-287306,84.04
148860,AMAZON,7/24/2023,Attorney's Office,PC-299137,39.95
178415,PAYPAL,12/18/2023,Police Department,PC-254888,-50
178415,PAYPAL,11/24/2023,Police Department,PC-261625,50
178415,AMAZON,4/17/2023,Police Department,PC-174013,172.08
178415,AMAZON,2/9/2023,Police Department,PC-210400,151.98
178415,AMAZON,2/9/2023,Police Department,PC-210400,1110
283577,PAYPAL,7/21/2023,Mayor's Office,PC-273542,400
206289,PAYPAL,7/14/2023,Mayor's Office,PC-290435,250
206289,PAYPAL,7/14/2023,Mayor's Office,PC-290435,250
106330,AMAZON,7/17/2023,Police Department,PC-109991,27.49
206289,PAYPAL,7/6/2023,Mayor's Office,PC-286982,920
276158,AMAZON,7/7/2023,Police Department,PC-118058,823.13
276158,AMAZON,7/12/2023,Police Department,PC-220564,-135.57
106330,AMAZON,7/13/2023,Police Department,PC-266199,742.55
276158,AMAZON,7/7/2023,Police Department,PC-217530,209.86
206289,PAYPAL,7/14/2023,Mayor's Office,PC-290435,250
206289,PAYPAL,7/14/2023,Mayor's Office,PC-290435,250
106330,AMAZON,7/12/2023,Police Department,PC-181777,12.79
165995,AMAZON,10/4/2023,Mayor's Office,PC-133347,69.11
106330,AMAZON,7/28/2023,Police Department,PC-264442,33.95
106330,AMAZON,3/26/2023,Police Department,PC-104382,381.6
200235,AMAZON,10/23/2023,Police Department,PC-101373,202.98
200235,AMAZON,10/25/2023,Police Department,PC-101373,19.75
200235,AMAZON,10/17/2023,Police Department,PC-101373,10.68
106330,AMAZON,3/27/2023,Police Department,PC-205940,134.99
200235,AMAZON,12/5/2023,Police Department,PC-155065,106.77
106330,AMAZON,5/31/2023,Police Department,PC-230063,55.79
106330,AMAZON,7/28/2023,Police Department,PC-175338,742
106330,AMAZON,7/26/2023,Police Department,PC-156367,195.6
200235,AMAZON,10/17/2023,Police Department,PC-101373,29.98
200235,AMAZON,10/27/2023,Police Department,PC-101373,274.39
200235,AMAZON,12/15/2023,Police Department,PC-155065,32.96
200235,AMAZON,10/21/2023,Police Department,PC-101373,598.4
106330,AMAZON,2/26/2023,Police Department,PC-155916,12.86
106330,AMAZON,2/25/2023,Police Department,PC-206010,44.41
106330,AMAZON,10/28/2023,Police Department,PC-177507,995.83
106330,AMAZON,3/5/2023,Police Department,PC-109684,616.28
106330,AMAZON,3/5/2023,Police Department,PC-170635,445.32
106330,AMAZON,3/7/2023,Police Department,PC-165658,-136.07
106330,AMAZON,3/8/2023,Police Department,PC-105064,139.95
106330,AMAZON,3/2/2023,Police Department,PC-262762,10.24
106330,AMAZON,3/1/2023,Police Department,PC-183485,-18.38
154376,AMAZON,10/29/2023,Police Department,PC-258418,191.93
106330,AMAZON,3/5/2023,Police Department,PC-245995,30.4
106330,AMAZON,2/17/2023,Police Department,PC-238056,541.3
276158,AMAZON,6/29/2023,Police Department,PC-269126,130.64
276158,AMAZON,6/25/2023,Police Department,PC-121701,239.8
